matchId,blue_wins,blue_kills,blue_assists,blue_deaths,blue_wards_placed,blue_wards_kills,blue_dragon_kills,blue_herald_kills,blue_tower_kills,blue_inhibitor_kills,blue_total_gold,blue_average_lvl,blue_total_exp,blue_total_cs,red_kills,red_assists,red_deaths,red_wards_placed,red_wards_kills,red_dragon_kills,red_herald_kills,red_tower_kills,red_inhibitor_kills,red_total_gold,red_average_lvl,red_total_exp,red_total_cs
NA1_4187110513,True,15,14,7,18,0,1,0,0,0,22190,7.8,22322,321,7,10,15,18,6,0,1,0,0,19126,7.4,20056,304
NA1_4187112226,False,5,7,3,16,6,1,1,0,0,18897,7.6,21854,365,3,1,5,19,1,0,0,0,0,16677,7.6,21241,326
NA1_4187114180,False,4,2,8,12,5,0,0,0,0,17570,7.6,20658,336,8,8,4,17,2,1,0,0,0,19054,7.8,21670,317
NA1_4187116316,True,11,13,4,16,6,0,1,0,0,20901,7.8,22225,340,4,7,11,16,1,1,0,0,0,17885,7.0,18443,295
NA1_4187118008,True,11,8,5,18,2,0,1,0,0,20393,7.8,22741,336,5,2,11,17,4,0,0,0,0,16985,7.4,19804,274
NA1_4187121451,False,9,7,9,20,6,0,0,0,0,19908,7.8,21301,311,9,13,9,19,3,1,0,0,0,19939,7.4,20932,321
NA1_4187130445,False,12,21,9,13,0,1,0,0,0,22002,7.6,21273,296,9,15,12,11,2,0,0,0,0,19672,7.2,19590,314
NA1_4187132229,False,7,8,12,16,8,0,0,0,0,19165,7.4,19885,336,12,16,7,20,2,0,0,0,0,20648,7.4,20099,311
NA1_4187135803,False,3,2,9,16,5,0,0,0,0,15957,7.0,18586,273,9,13,3,20,6,1,0,0,0,19911,7.4,20559,302
NA1_4187137839,True,9,13,5,14,4,0,0,0,0,20163,7.8,22522,337,5,4,9,16,5,1,1,1,0,18916,7.2,19333,319
NA1_4187144187,False,6,8,9,15,3,1,0,0,0,18026,7.2,19480,306,9,6,6,14,3,0,0,0,0,17868,7.2,19372,271
NA1_4187144363,False,6,12,8,18,1,0,0,0,0,18776,7.8,21094,299,8,10,6,16,3,1,0,0,0,19580,7.4,20347,335
NA1_4187144862,False,5,3,5,14,1,0,0,0,0,17787,7.4,21590,325,5,7,5,14,1,0,1,0,0,18252,7.8,21343,324
NA1_4187147883,False,10,17,13,14,4,0,1,0,0,18649,7.0,17581,246,13,22,10,18,5,1,0,0,0,20564,7.2,19760,305
NA1_4187148829,False,9,8,5,16,2,1,1,0,0,18478,7.4,20263,298,5,7,9,14,5,0,0,0,0,19147,7.8,21440,369
NA1_4187151500,True,8,7,7,16,1,0,1,0,0,19371,7.8,21724,306,7,6,8,15,4,1,0,0,0,17976,7.6,19669,292
NA1_4187154013,True,9,16,2,19,1,1,0,0,0,19680,8.0,22063,319,2,2,9,15,4,0,0,0,0,15958,7.4,19555,307
NA1_4187154487,False,3,3,11,14,3,0,0,0,0,16665,7.0,18618,298,11,13,3,17,0,1,0,0,0,19899,7.8,21369,301
NA1_4187156107,False,12,17,13,18,1,1,0,0,0,20029,7.4,20031,269,12,13,11,20,1,0,0,0,0,20269,7.4,20412,261
NA1_4187157161,False,8,7,7,16,2,0,1,1,0,19922,7.4,20689,294,7,7,8,11,3,1,0,0,0,18054,7.2,19419,310
NA1_4187163040,False,14,16,14,13,2,0,0,0,0,19995,7.4,19271,247,14,14,14,16,2,1,1,1,0,21869,7.2,19538,249
NA1_4187163773,True,3,2,6,19,1,0,0,0,0,16823,7.4,19898,315,6,7,3,17,5,1,1,0,0,18878,7.6,20751,351
NA1_4187168549,False,6,6,15,25,7,0,0,0,0,17124,6.8,17564,274,15,16,6,18,8,1,1,0,0,22864,7.8,21487,309
NA1_4187172810,True,8,14,6,14,5,0,1,1,0,20670,7.2,19813,314,6,11,8,16,0,0,0,0,0,18038,7.4,19267,305
NA1_4187175632,True,7,13,8,19,4,1,0,0,0,18175,7.4,19684,272,8,3,7,13,6,0,0,0,0,19073,7.8,21972,339
NA1_4187176503,False,8,8,11,19,4,1,0,0,0,19356,7.8,21009,342,11,11,8,16,7,0,0,0,0,20011,7.8,21425,305
NA1_4187177219,False,8,7,10,12,5,1,1,0,0,17794,7.0,18659,279,10,13,8,21,2,0,0,0,0,19990,7.2,19179,307
NA1_4187178747,False,6,8,6,17,2,1,0,0,0,17943,7.2,18556,273,6,8,6,16,0,0,1,0,0,18396,7.4,20427,327
NA1_4187179036,True,15,13,3,12,0,0,0,1,0,23248,7.2,19714,214,3,3,15,0,0,0,0,0,0,12691,6.2,15258,86
NA1_4187180640,False,9,12,4,14,2,1,0,0,0,18758,7.6,21183,279,4,2,9,15,5,0,1,0,0,17821,7.4,19863,291
NA1_4187181187,False,2,1,8,16,2,0,0,0,0,16377,7.0,18770,310,8,8,2,18,2,1,1,0,0,19956,7.6,21885,335
NA1_4187185159,True,9,7,6,15,1,1,0,0,0,19618,8.0,22212,322,6,6,9,14,0,0,0,1,0,20111,7.4,19935,329
NA1_4187187931,True,8,12,6,21,5,1,0,0,0,20189,7.8,20964,297,6,1,8,17,5,0,1,1,0,20286,7.6,21020,335
NA1_4187190051,False,5,5,18,14,2,0,0,0,0,16936,6.8,17506,268,18,22,5,14,3,1,0,1,0,25665,8.2,22878,341
NA1_4187191751,True,12,14,4,17,1,0,0,0,0,20971,7.4,19696,308,4,5,12,17,3,1,0,0,0,17003,7.2,18815,286
NA1_4187192304,False,8,9,12,21,3,0,0,0,0,19092,7.4,19957,313,12,10,8,14,4,1,0,0,0,21934,8.2,22756,355
NA1_4187197471,True,17,13,5,14,1,2,1,1,0,21932,7.8,21843,278,5,5,17,13,0,0,0,0,0,15694,7.2,18534,217
NA1_4187204524,True,13,14,6,19,6,0,1,0,0,20694,7.4,21626,321,6,9,13,18,3,1,0,0,0,18761,7.4,19606,324
NA1_4187204919,False,7,9,7,19,5,1,0,0,0,17483,7.0,18867,243,7,8,7,21,5,0,1,0,0,19819,7.6,21123,343
NA1_4187206569,False,1,1,6,16,5,0,1,0,0,15853,7.2,19057,313,6,9,1,14,5,1,0,1,0,19542,7.0,18934,288
NA1_4187208662,True,5,4,8,17,3,1,1,0,0,17333,7.2,19709,309,8,9,5,14,4,0,0,0,0,20355,7.4,20794,331
NA1_4187211402,True,8,7,8,16,1,0,0,0,0,18740,7.8,21221,309,8,9,8,16,2,1,0,0,0,19954,7.4,20981,322
NA1_4187212027,True,6,8,8,15,2,0,0,0,0,17802,7.2,19921,304,8,11,6,17,5,1,1,1,0,21364,7.6,21270,332
NA1_4187214748,True,11,12,5,12,7,1,0,0,0,20486,7.6,20746,302,5,0,11,18,1,0,0,0,0,16335,7.2,19526,296
NA1_4187221232,False,8,11,12,17,4,0,0,0,0,18456,7.2,18375,285,11,11,7,22,4,1,0,0,0,20017,7.6,21345,304
NA1_4187222027,True,18,1,7,8,0,0,0,0,0,21346,7.8,22867,265,7,6,18,0,1,0,0,0,0,15641,6.8,16931,136
NA1_4187222562,False,9,12,6,17,5,1,0,0,0,19700,7.8,20982,308,6,9,9,19,4,0,0,0,0,16941,7.0,17951,289
NA1_4187223486,True,13,18,9,19,4,0,1,0,0,21600,7.8,21328,323,9,8,13,14,4,0,0,0,0,19110,7.4,19955,292
NA1_4187225159,True,6,6,7,17,2,0,1,1,0,19653,7.8,21411,310,7,9,6,18,4,1,0,0,0,17863,7.4,20348,280
NA1_4187226184,False,7,8,2,16,1,0,0,0,0,18329,7.4,21268,332,2,2,7,18,4,0,0,0,0,17306,7.4,19325,361
NA1_4187226890,False,3,4,3,21,5,0,0,0,0,16910,7.4,19517,303,3,4,3,18,5,1,0,0,0,17797,7.4,20017,338
NA1_4187227713,False,3,2,15,14,2,0,1,0,0,16196,7.0,17627,241,15,22,3,22,2,1,0,0,0,21399,7.6,21731,320
NA1_4187230303,True,9,5,6,19,3,1,0,0,0,20824,7.8,22773,360,6,4,9,17,6,0,1,0,0,16615,7.2,18411,242
NA1_4187237456,False,12,17,10,21,9,0,0,0,0,20764,7.6,20816,290,10,8,12,29,6,0,0,1,0,20798,7.6,20729,279
NA1_4187237851,True,7,9,5,15,5,1,1,1,0,20278,7.8,21430,330,5,6,7,18,3,0,0,0,0,18605,7.6,21559,344
NA1_4187237990,False,9,9,5,18,7,0,0,1,0,20263,7.4,21059,342,5,3,9,19,4,1,1,1,0,19773,7.6,21668,343
NA1_4187238287,True,5,6,5,20,4,0,0,0,0,17433,7.2,20479,309,5,7,5,16,4,1,0,0,0,19011,7.6,21140,322
NA1_4187239773,True,6,10,10,21,7,0,1,1,0,19509,7.0,19310,302,10,8,6,20,6,1,0,1,0,20323,7.4,20744,287
NA1_4187241065,True,10,10,3,14,2,0,0,0,0,19849,7.8,22307,280,3,5,10,15,6,1,0,0,0,17117,7.6,19846,344
NA1_4187244934,False,2,3,7,17,1,1,0,0,0,16364,7.4,19512,309,7,3,2,17,3,0,1,0,0,19725,8.0,23546,388
NA1_4187249357,True,15,18,4,20,1,1,1,0,0,22225,7.8,21765,284,4,4,15,16,3,0,0,0,0,16601,7.2,18373,242
NA1_4187249838,False,9,14,11,15,1,1,0,0,0,19331,7.2,20066,262,11,12,9,15,2,0,1,0,0,20537,7.4,20209,311
NA1_4187254695,False,8,4,15,14,1,0,0,0,0,18839,7.2,19706,279,15,15,8,13,3,0,0,0,0,21082,7.6,20729,282
NA1_4187256344,False,4,6,8,16,5,0,0,0,0,17659,7.4,19769,302,8,4,4,17,2,1,1,1,0,20369,7.6,21394,329
NA1_4187258643,True,8,7,4,16,1,1,1,1,0,20791,7.8,22203,334,4,3,8,14,2,0,0,0,0,16864,7.4,20177,305
NA1_4187260301,False,13,8,10,17,3,1,1,0,0,20936,7.8,21530,302,10,11,13,17,2,0,0,0,0,19118,7.6,20457,247
NA1_4187261832,True,5,1,5,19,6,1,0,0,0,17880,7.8,21766,350,5,4,5,21,7,0,1,0,0,18142,7.6,21183,341
NA1_4187262640,True,6,3,6,19,2,1,1,1,0,20383,7.6,21503,351,6,6,6,14,2,0,0,0,0,16932,6.6,16810,208
NA1_4187263250,False,6,5,12,19,3,0,1,0,0,18158,7.6,20701,322,11,14,5,18,6,1,0,0,0,19902,7.8,21191,278
NA1_4187266074,False,7,6,6,14,2,1,1,0,0,17475,7.6,20979,300,6,6,7,14,2,0,0,0,0,18614,7.6,21053,330
NA1_4187272835,False,1,1,7,17,0,0,0,0,0,16820,7.4,19513,336,7,9,1,16,2,0,0,0,0,19502,8.0,22413,336
NA1_4187279874,True,9,9,5,19,3,1,1,0,0,18952,7.6,20810,311,5,3,9,13,2,0,0,0,0,16847,7.6,19875,269
NA1_4187282533,True,6,8,4,17,3,1,0,0,0,19625,7.6,20783,366,4,2,6,11,4,0,1,0,0,17361,7.4,20821,324
NA1_4187282761,True,11,7,5,19,3,0,1,0,0,20685,8.0,21933,341,5,6,11,15,3,1,0,0,0,17309,7.6,19891,286
NA1_4187288799,True,8,5,6,13,5,0,1,0,0,18638,7.4,20204,319,6,7,8,17,1,1,0,0,0,16672,7.2,18699,266
NA1_4187288934,False,7,4,5,16,3,0,0,0,0,17822,7.4,19853,296,5,3,7,17,3,1,1,0,0,17836,7.4,20276,288
NA1_4187290948,False,7,5,7,18,3,1,0,0,0,19370,7.8,21954,304,7,3,7,16,2,0,1,0,0,19350,8.2,23130,345
NA1_4187294624,True,6,8,4,20,3,0,1,0,0,18040,7.6,20314,287,4,3,6,15,5,1,0,0,0,17292,7.4,20382,314
NA1_4187296261,True,11,10,5,19,3,1,1,1,0,22555,7.8,22663,322,5,5,11,16,4,0,0,0,0,17535,7.0,19807,314
NA1_4187296451,True,12,10,3,16,7,0,1,0,0,20919,7.8,22642,322,3,3,12,21,2,1,0,0,0,17488,7.6,20457,328
NA1_4187298174,True,7,6,12,13,0,0,1,0,0,17042,7.2,19587,255,12,6,7,13,0,0,0,0,0,19726,7.8,20900,279
NA1_4187299908,False,8,8,9,18,4,0,0,0,0,19926,7.6,20204,307,9,11,8,18,4,0,0,0,0,19663,8.0,22042,314
NA1_4187300126,False,6,3,10,15,2,0,1,0,0,17996,7.2,20173,292,10,17,6,15,4,1,0,1,0,21521,7.8,21837,353
NA1_4187301549,True,4,3,10,17,5,0,0,0,0,17160,7.6,19912,332,10,14,4,19,3,1,0,0,0,19375,7.4,21250,314
NA1_4187303504,True,9,5,7,16,3,1,1,1,0,21172,7.8,21229,317,7,10,9,17,2,0,0,0,0,18135,7.2,18384,287
NA1_4187304164,False,11,8,9,16,3,0,0,0,0,20960,7.8,22732,315,9,14,11,17,1,1,1,0,0,19054,7.4,20284,284
NA1_4187305609,False,8,8,7,16,6,1,0,0,0,18794,7.6,20951,322,7,4,8,18,6,0,1,0,0,19645,8.0,22248,359
NA1_4187307104,False,10,15,13,17,6,0,1,0,0,20158,7.6,20737,351,13,16,10,14,5,1,0,0,0,21490,7.8,21368,297
NA1_4187309890,True,15,11,13,10,4,1,0,0,0,20822,7.8,21681,286,12,10,14,11,0,0,0,0,0,19979,7.2,19581,263
NA1_4187312617,False,4,6,12,15,1,0,0,0,0,16676,7.0,17959,275,12,12,4,12,4,1,1,0,0,20465,7.8,22270,333
NA1_4187315298,True,17,17,4,20,0,1,0,0,0,24341,8.2,23290,345,4,3,17,11,5,0,0,0,0,15968,6.8,17608,260
NA1_4187318003,False,4,4,7,15,2,0,0,0,0,17426,7.6,20973,308,7,8,4,14,2,1,0,0,0,19920,8.0,22733,344
NA1_4187322539,False,8,8,15,15,0,0,0,0,0,18988,7.4,20838,295,15,11,8,10,5,0,0,0,0,21675,8.2,23089,285
NA1_4187328501,True,5,4,7,21,4,1,0,1,0,19638,7.2,19866,321,7,4,5,14,3,0,0,0,0,17732,7.4,20121,291
NA1_4187331042,True,11,14,9,17,2,0,0,1,0,21244,7.4,20326,274,9,12,11,22,3,0,0,0,0,21035,7.6,20674,314
NA1_4187332587,True,5,5,4,16,3,0,0,0,0,18901,7.6,21459,378,4,3,5,16,2,1,1,0,0,17682,7.8,20955,347
NA1_4187334773,True,5,4,11,15,5,0,1,1,0,19307,7.2,19588,309,11,10,5,21,1,1,0,0,0,20342,7.8,20898,306
NA1_4187338035,True,10,13,10,20,8,1,0,0,0,19334,7.0,19007,296,10,9,10,20,4,0,0,0,0,20861,7.6,20024,329
NA1_4187339346,True,13,16,7,24,4,0,1,1,0,21603,7.4,20722,277,7,12,13,17,7,1,0,0,0,18275,7.0,19099,288
NA1_4187342896,False,6,5,11,20,5,0,0,0,0,18352,7.2,19276,302,11,13,6,19,5,1,0,0,0,20597,7.0,19275,307
NA1_4187344248,False,2,2,7,16,3,1,0,0,0,16303,7.2,19801,315,7,5,2,17,3,0,1,1,0,19969,7.8,22136,328
NA1_4187344601,False,7,12,5,24,3,0,0,0,0,18498,7.2,19405,285,5,3,7,17,6,0,0,0,0,17292,7.0,19386,303
NA1_4187345050,True,8,9,14,16,3,0,0,0,0,19327,7.8,21106,300,14,18,8,17,2,1,1,0,0,22219,7.8,21913,318
NA1_4187345326,False,8,8,13,16,3,0,0,0,0,17869,7.2,19699,265,13,10,8,19,5,1,0,0,0,22493,8.0,23063,341
NA1_4187346149,True,4,5,4,16,2,1,1,1,0,18597,7.6,20667,311,4,6,4,14,2,0,0,0,0,17978,7.4,20634,314
NA1_4187351075,False,9,10,6,21,5,1,0,0,0,19207,7.4,20292,278,6,4,9,16,3,0,0,0,0,18129,7.2,19499,327
NA1_4187352370,False,3,1,10,14,2,0,0,0,0,15956,7.4,19740,294,10,7,3,17,5,1,0,0,0,20015,7.8,21876,298
NA1_4187353928,False,3,1,8,18,8,0,0,0,0,17267,7.4,19880,306,8,10,3,20,1,0,0,0,0,19705,7.8,21188,318
NA1_4187355584,True,12,15,9,17,1,0,1,0,0,20635,7.6,20977,287,9,11,12,15,4,1,0,0,0,18731,7.4,20512,305
NA1_4187356413,False,5,3,15,15,1,0,0,0,0,17626,7.4,19858,275,15,12,5,21,1,1,1,0,0,21809,7.6,22390,313
NA1_4187367365,False,6,5,10,17,6,0,0,0,0,17852,7.4,20128,309,10,13,6,15,3,0,0,0,0,19485,7.4,20326,302
NA1_4187372053,False,8,14,4,13,1,1,0,0,0,19386,7.6,20687,318,4,8,8,14,3,0,0,0,0,17288,7.4,19532,325
NA1_4187378495,True,13,15,5,20,2,1,1,1,0,22093,7.8,21634,326,5,10,13,15,5,0,0,0,0,17554,7.0,19092,269
NA1_4187379039,False,8,11,8,13,6,1,1,0,0,19375,7.0,18718,280,8,9,8,24,1,0,0,0,0,19564,7.6,20875,311
NA1_4187383071,True,10,13,2,19,5,0,1,0,0,20472,8.0,22841,352,2,1,10,17,4,1,0,0,0,16779,7.4,19469,327
NA1_4187383673,True,12,7,6,11,2,0,1,1,0,21417,7.4,21115,302,6,11,12,14,3,1,0,0,0,16932,7.0,18056,247
NA1_4187396849,False,3,4,6,13,1,1,0,0,0,16515,7.2,19188,316,6,11,3,19,3,0,1,0,0,18429,7.8,21130,313
NA1_4187398381,False,8,8,9,16,5,0,0,0,0,19893,7.6,20757,287,9,12,8,13,4,1,0,0,0,18989,7.6,20374,304
NA1_4187399610,False,6,4,7,15,5,0,0,0,0,18364,7.4,20018,293,7,13,6,18,4,1,1,0,0,18696,7.4,19482,332
NA1_4187403851,True,13,10,8,23,3,1,0,0,0,19671,7.6,20555,280,8,4,13,20,4,0,0,0,0,19214,7.2,19826,298
NA1_4187407857,False,6,6,8,16,9,0,1,1,0,19130,7.4,19301,311,7,11,5,19,5,1,0,0,0,19543,7.2,19078,305
NA1_4187412465,False,3,2,13,10,3,0,0,0,0,16260,7.4,19350,286,13,10,3,17,2,1,1,0,0,21844,8.0,22554,356
NA1_4187415834,False,10,13,7,16,2,0,0,0,0,20163,7.6,21406,297,7,3,10,17,2,1,0,0,0,18999,7.8,21644,354
NA1_4187416839,True,3,4,4,13,3,0,0,0,0,16548,7.4,19847,309,4,5,3,16,2,1,0,0,0,17069,7.4,19583,312
NA1_4187419572,True,7,8,13,22,1,0,1,0,0,18814,7.2,18603,298,13,19,7,18,8,1,0,0,0,20017,7.4,19351,282
NA1_4187423458,True,8,11,3,13,2,0,0,0,0,19638,8.0,22345,341,3,3,8,13,0,1,1,0,0,16744,7.4,21160,318
NA1_4187425369,False,6,12,11,14,5,1,0,0,0,19236,7.6,20092,340,11,16,6,23,5,0,1,1,0,22887,7.6,22075,330
NA1_4187427897,True,7,6,5,20,1,0,0,0,0,19061,7.8,21537,302,5,3,7,15,5,1,0,0,0,17531,7.4,20077,286
NA1_4187429797,False,8,5,9,18,4,0,0,0,0,19419,7.6,21709,342,9,11,8,19,7,0,0,0,0,19062,7.4,19794,303
NA1_4187439002,False,8,9,12,17,2,1,1,0,0,19922,7.6,20914,329,12,18,8,12,6,0,0,0,0,19460,7.4,20430,267
NA1_4187439912,False,2,3,6,20,9,0,0,0,0,16354,7.4,19043,312,6,6,2,17,4,0,0,0,0,17743,7.2,19463,311
NA1_4187440432,False,11,10,7,19,6,1,1,0,0,20631,8.0,22334,296,7,6,11,17,6,0,0,0,0,20158,7.6,21065,318
NA1_4187440734,False,6,10,5,25,3,1,0,0,0,18227,7.4,20124,287,5,1,6,13,6,0,1,1,0,19662,7.4,21277,365
NA1_4187440856,True,3,2,8,20,2,0,0,0,0,16042,7.2,18865,279,8,12,3,14,6,1,1,1,0,21700,7.8,22227,340
NA1_4187441182,False,4,3,10,23,3,0,0,0,0,16662,6.8,17802,269,10,12,4,15,3,1,1,0,0,19754,7.4,20616,316
NA1_4187443359,False,6,8,12,17,3,0,1,1,0,19558,7.4,19517,315,12,18,6,16,6,1,0,1,0,22284,8.0,22278,337
NA1_4187445746,True,6,8,7,15,2,1,1,1,0,19963,7.6,20726,342,7,9,6,19,3,0,0,0,0,18244,7.6,21052,290
NA1_4187447225,True,4,9,3,19,5,1,1,0,0,17268,7.2,20367,320,3,3,4,21,2,0,0,0,0,17484,7.4,20013,317
NA1_4187452008,True,8,9,13,17,5,0,0,0,0,18816,7.4,20194,298,13,14,8,16,2,0,0,0,0,23273,8.0,22659,334
NA1_4187457394,False,8,4,12,12,1,0,1,0,0,19235,7.8,22284,309,12,9,8,13,4,1,0,0,0,20339,7.6,21807,309
NA1_4187458025,False,6,6,11,16,3,0,0,0,0,19659,7.8,21315,344,11,12,6,16,0,1,1,0,0,19954,7.4,20794,289
NA1_4187458167,True,10,7,8,15,1,1,1,0,0,17450,7.4,19546,259,8,7,10,19,3,0,0,1,0,20651,7.6,20738,290
NA1_4187462821,False,4,5,10,15,3,0,0,0,0,15173,6.8,17720,200,10,7,4,15,1,1,0,1,0,22279,7.8,22308,342
NA1_4187462955,False,8,14,9,16,3,0,1,0,0,18527,7.2,18939,268,9,9,8,19,3,1,0,0,0,20405,7.8,21415,347
NA1_4187467856,False,6,4,7,16,1,1,0,0,0,18627,7.6,21117,316,7,7,6,13,2,0,0,0,0,16490,7.0,19667,248
NA1_4187471052,False,7,4,8,15,1,0,1,1,0,19020,7.4,20636,272,8,11,7,16,2,1,0,0,0,19676,7.8,21770,325
NA1_4187472000,True,8,9,4,17,1,1,1,0,0,19731,7.6,21512,353,4,2,8,15,2,0,0,0,0,17633,7.6,21280,336
NA1_4187472725,False,4,5,9,21,5,0,1,0,0,18576,7.6,20590,326,9,12,4,18,7,1,0,0,0,20682,7.8,21452,325
NA1_4187477498,False,4,1,10,15,2,0,0,0,0,15673,7.0,18600,274,10,15,4,16,1,1,0,1,0,22752,7.8,22710,325
NA1_4187480002,False,7,12,19,17,3,1,0,0,0,17077,7.0,17533,243,18,24,6,17,5,0,0,0,0,24040,8.0,22225,335
NA1_4187484663,False,3,2,7,16,3,0,1,0,0,16849,7.2,19363,302,7,5,3,17,3,1,0,1,0,19204,7.4,20501,314
NA1_4187489020,False,3,5,8,13,2,0,1,0,0,16979,7.6,20000,327,8,11,3,16,7,1,0,1,0,20935,7.8,22137,353
NA1_4187490201,True,7,5,6,17,1,0,1,0,0,18987,7.8,21166,342,6,12,7,21,6,1,0,0,0,18132,7.2,19595,290
NA1_4187495658,False,5,3,12,17,4,1,0,1,0,18354,7.2,18806,280,12,9,5,18,1,0,1,0,0,21154,8.0,22594,351
NA1_4187497075,True,5,4,7,22,1,0,1,0,0,18358,7.6,20659,302,7,8,5,13,8,0,0,0,0,18990,7.6,20357,324
NA1_4187497413,False,6,4,5,18,2,0,0,0,0,17900,7.6,20953,338,4,4,5,19,4,1,1,1,0,19808,7.4,20708,325
NA1_4187503518,False,8,8,4,21,5,1,0,0,0,19812,7.8,21786,344,4,5,8,15,5,0,1,0,0,17582,7.4,19840,312
NA1_4187505958,True,8,9,5,15,4,0,0,0,0,19007,7.6,21639,300,5,4,8,14,0,1,1,0,0,16867,7.4,20119,289
NA1_4187511615,True,9,8,2,15,4,1,1,1,0,20923,8.2,22721,328,2,5,9,18,1,0,0,0,0,16016,7.2,19776,308
NA1_4187513133,True,8,4,10,19,2,0,0,0,0,19184,7.8,20373,343,9,13,7,13,7,1,1,1,0,20359,7.0,18956,299
NA1_4187513916,False,4,4,14,19,3,0,0,0,0,17730,6.8,18989,304,14,19,4,15,7,1,0,0,0,21385,7.6,20823,288
NA1_4187515806,True,9,12,3,23,4,1,0,0,0,21527,8.0,22901,370,3,4,9,17,4,0,0,0,0,16517,7.2,19671,300
NA1_4187522737,True,4,4,5,17,1,1,1,0,0,17437,8.0,21196,324,5,6,4,16,5,0,0,0,0,18705,7.6,21726,335
NA1_4187524164,True,10,7,2,23,7,0,1,0,0,20899,7.6,21606,317,2,3,10,18,4,0,0,0,0,15897,6.8,17950,310
NA1_4187527455,True,9,6,8,22,2,0,1,1,0,21394,8.0,22943,315,8,7,9,15,4,1,0,0,0,19793,7.4,20537,317
NA1_4187530287,True,4,2,4,13,1,0,1,1,0,18341,7.4,20068,315,4,6,4,16,3,1,0,0,0,17396,7.4,19377,328
NA1_4187534621,False,10,14,10,19,0,1,1,0,0,20312,7.0,19441,284,10,13,10,22,2,0,0,0,0,19609,7.4,19792,288
NA1_4187539257,True,11,11,3,19,2,1,0,0,0,20227,7.6,21807,298,3,4,11,14,5,0,0,0,0,17782,7.2,19359,322
NA1_4187541569,False,6,4,5,22,6,0,1,1,0,19601,8.0,21857,348,5,6,6,19,2,1,0,0,0,18437,7.8,21157,338
NA1_4187546371,True,9,6,5,12,4,0,1,1,0,20044,7.6,20709,297,5,5,9,17,4,1,0,0,0,16886,7.2,19059,286
NA1_4187548562,True,12,12,8,15,6,1,0,0,0,20531,7.8,21603,314,8,14,12,20,2,0,1,0,0,20395,7.6,20574,298
NA1_4187550354,False,4,4,15,12,2,0,1,0,0,16887,7.2,18111,290,15,12,4,15,2,1,0,0,0,22336,8.4,24003,339
NA1_4187551181,False,7,6,9,15,0,0,0,0,0,18716,7.8,22141,324,9,10,7,14,4,1,1,0,0,20495,8.0,22717,342
NA1_4187557861,True,14,14,5,13,8,0,1,1,0,23387,8.0,22050,310,5,6,14,19,3,0,0,0,0,18042,7.4,20336,319
NA1_4187559146,False,3,1,10,18,4,0,1,0,0,16852,7.2,19152,298,10,14,3,15,6,1,0,0,0,19877,7.4,20553,314
NA1_4187561956,False,8,6,14,14,4,1,0,0,0,18259,7.2,19507,272,14,16,8,21,3,0,1,0,0,21326,7.6,21218,293
NA1_4187562345,True,8,8,6,13,5,1,0,0,0,19098,7.4,21680,330,6,5,8,20,5,0,0,0,0,18195,7.4,20467,315
NA1_4187567636,False,4,3,10,19,2,0,0,0,0,17100,7.4,20231,299,10,10,4,20,6,1,0,1,0,20781,7.8,21288,317
NA1_4187571007,True,8,6,3,17,4,1,0,0,0,18514,7.6,21214,313,3,4,8,23,1,0,1,0,0,17461,7.2,20360,329
NA1_4187571351,True,7,4,9,14,1,0,1,1,0,20514,7.8,21943,318,9,12,7,14,2,1,0,0,0,19584,7.6,21057,314
NA1_4187573041,True,10,8,5,22,4,2,0,0,0,20120,8.0,22171,318,5,8,10,32,4,0,1,0,0,19150,7.6,21122,352
NA1_4187575760,True,10,13,14,16,1,0,0,0,0,19488,7.0,17700,218,14,8,10,10,2,1,0,0,0,21000,7.6,20608,315
NA1_4187577458,False,6,4,5,21,0,0,0,0,0,18251,7.4,20888,311,5,4,6,13,3,1,0,0,0,18530,7.8,22049,332
NA1_4187584239,False,11,13,9,13,4,1,1,0,0,19950,7.6,21126,298,9,6,11,17,2,0,0,0,0,21081,7.8,21836,357
NA1_4187588869,False,1,1,6,15,3,1,0,0,0,15137,7.0,18289,269,6,5,1,15,1,0,1,1,0,20564,7.8,20888,331
NA1_4187591964,True,9,12,9,12,3,0,0,0,0,18781,7.6,20210,286,9,7,9,16,0,0,0,0,0,19958,7.6,21104,297
NA1_4187596932,True,12,9,7,19,0,1,0,1,0,20439,7.6,21072,266,7,10,12,14,2,0,1,1,0,19150,7.2,19408,283
NA1_4187597120,False,6,11,2,13,4,1,1,0,0,18720,7.4,20007,334,2,1,6,13,2,0,0,0,0,15961,7.2,19316,312
NA1_4187597519,False,5,6,4,21,5,0,0,0,0,16757,7.2,18896,288,4,4,5,22,7,1,0,0,0,17701,7.6,20029,308
NA1_4187599778,True,5,3,0,18,4,0,1,0,0,17454,7.8,22248,318,0,0,5,17,2,0,0,0,0,15296,7.2,19432,314
NA1_4187600252,False,2,3,7,15,2,0,0,0,0,16299,7.2,19063,327,7,7,2,18,4,1,1,0,0,19469,7.8,21849,354
NA1_4187600531,True,4,4,6,21,4,1,0,0,0,17043,7.2,18879,297,6,5,4,27,3,0,0,0,0,19137,7.6,20764,322
NA1_4187605397,True,16,14,10,20,3,0,1,1,0,23620,7.6,21455,302,10,11,16,17,4,0,0,0,0,19116,7.0,19633,288
NA1_4187618433,True,6,5,7,15,6,0,0,0,0,18471,7.4,19242,310,7,10,6,19,1,0,1,0,0,19154,7.6,20749,337
